ID,CARGO,REGION.ID,TERRITORIO.ID,CANDIDATO.ID,ANO,PARTIDO.ID
3540,CONSEJEROS REGIONALES,5,470,19025,2017,43
3541,CONCEJALES,5,396,4015,2021,13
3542,CONCEJALES,5,484,4516,2021,38
3543,CONCEJALES,13,221,11240,2021,8
3544,CONCEJALES,13,323,12454,2021,38
3545,CONCEJALES,9,111,8234,2021,38
3546,CONVENCIONALES CONSTITUYENTES,13,72,16196,2021,1
3547,CONCEJALES,7,172,5987,2021,35
3548,DIPUTADOS,8,27,18431,2017,40
3549,DIPUTADOS,2,47,16573,2013,38
3550,CONCEJALES,4,364,2756,2021,49
3551,CONSEJEROS REGIONALES,14,467,17983,2013,38
3552,CONSEJEROS REGIONALES,10,324,17695,2013,3
3553,DIPUTADOS,9,56,15690,2013,13
3554,CONCEJALES,13,358,12907,2021,38
3555,ALCALDES,2,447,60,2021,38
3556,CONCEJALES,13,390,13189,2021,47
3557,ALCALDES,8,218,666,2021,38
3558,DIPUTADOS,13,18,18628,2017,2
3559,CONCEJALES,2,457,1954,2021,13
3560,CONCEJALES,11,139,10312,2021,22
3561,CONCEJALES,7,262,6167,2021,6
3562,CONSEJEROS REGIONALES,13,436,17846,2017,8
3563,SENADORES,4,9,16506,2013,6
3564,ALCALDES,7,250,533,2021,38
3565,CONCEJALES,5,113,3075,2021,38
3566,CONCEJALES,13,236,11663,2021,15
3567,CONCEJALES,8,162,7238,2021,3
3568,DIPUTADOS,5,71,18286,2017,38
3569,CONCEJALES,9,261,8573,2021,38
3570,CONCEJALES,9,449,9016,2021,2
3571,CONCEJALES,11,136,10281,2021,8
3572,CONCEJALES,16,412,14990,2021,13
3573,CONCEJALES,7,476,6810,2021,38
3574,CONCEJALES,16,129,14546,2021,15
3575,GOBERNADOR REGIONAL,7,188,16433,2021,48
3576,CONCEJALES,6,345,5292,2021,38
3577,ALCALDES,5,328,271,2021,43
3578,CONSEJEROS REGIONALES,6,112,19081,2017,38
3579,CONCEJALES,10,381,10118,2021,38
3580,CONCEJALES,9,473,9193,2021,38
3581,CONSEJEROS REGIONALES,3,159,18891,2017,18
3582,CONCEJALES,5,315,3626,2021,4
3583,CONSEJEROS REGIONALES,3,124,18874,2017,0
3584,CONCEJALES,1,225,1570,2021,38
3585,CONCEJALES,6,346,5342,2021,1
3586,DIPUTADOS,7,23,6108,2017,40
3587,CONCEJALES,10,316,9737,2021,38
3588,CONCEJALES,13,155,10979,2021,5
3589,CONCEJALES,14,467,14229,2021,2
3590,CONVENCIONALES CONSTITUYENTES,13,15,15954,2021,38
3591,CONCEJALES,6,346,5336,2021,22
3592,CONCEJALES,6,382,5432,2021,0
3593,CONVENCIONALES CONSTITUYENTES,7,22,15504,2021,38
3594,CONCEJALES,11,89,10213,2021,38
3595,CONCEJALES,8,431,7904,2021,38
3596,CONCEJALES,16,130,14574,2021,4
3597,CONCEJALES,13,257,11905,2021,4
3598,CONCEJALES,8,158,7183,2021,38
3599,CONCEJALES,1,146,1500,2021,38
3600,CONCEJALES,7,398,6474,2021,22
3601,CONCEJALES,13,232,11536,2021,6
3602,CONSEJEROS REGIONALES,7,445,17463,2013,40
3603,CONCEJALES,6,273,4947,2021,38
3604,CONSEJEROS REGIONALES,3,159,18901,2017,3
3605,CONSEJEROS REGIONALES,4,133,1364,2017,1
3606,CONCEJALES,13,428,13555,2021,6
3607,DIPUTADOS,8,27,16738,2017,8
3608,CONCEJALES,5,434,4189,2021,38
3609,CONCEJALES,15,106,14384,2021,22
3610,DIPUTADOS,3,47,18229,2017,13
3611,CONCEJALES,10,371,10008,2021,38
3612,DIPUTADOS,13,17,16925,2017,0
3613,SENADORES,14,5,16550,2013,8
3614,CONCEJALES,5,251,3456,2021,38
3615,CONCEJALES,4,406,2833,2021,8
3616,CONCEJALES,13,200,11224,2021,38
3617,CONVENCIONALES CONSTITUYENTES,13,17,16047,2021,38
3618,CONCEJALES,13,121,10846,2021,38
3619,CONCEJALES,3,159,2119,2021,8
3620,CONCEJALES,11,400,10432,2021,13
3621,CONSEJEROS REGIONALES,5,407,17287,2013,0
3622,CONCEJALES,9,391,8966,2021,22
3623,CONCEJALES,7,410,6572,2021,38
3624,CONVENCIONALES CONSTITUYENTES,8,27,15671,2021,1
3625,CONCEJALES,9,309,8746,2021,38
3626,CONCEJALES,3,189,2150,2021,38
3627,CONCEJALES,13,76,10672,2021,38
3628,CONCEJALES,14,397,14163,2021,38
3629,CONCEJALES,6,297,5040,2021,2
3630,CONCEJALES,5,156,3188,2021,2
3631,CONCEJALES,6,231,4836,2021,13
3632,CONCEJALES,6,280,5002,2021,48
3633,CONCEJALES,9,478,9266,2021,13
3634,CONCEJALES,8,426,7833,2021,13
3635,CONCEJALES,13,92,10735,2021,38
3636,CONVENCIONALES CONSTITUYENTES,9,29,15722,2021,38
3637,CONCEJALES,13,359,12981,2021,38
3638,CONCEJALES,6,246,4875,2021,38
3639,CONCEJALES,8,243,7418,2021,13
3640,CONCEJALES,13,259,11996,2021,3
3641,CONSEJEROS REGIONALES,13,436,11263,2013,38
3642,CONCEJALES,1,79,1458,2021,1
3643,CONCEJALES,8,217,7335,2021,38
3644,CONCEJALES,10,123,9442,2021,38
3645,CONSEJEROS REGIONALES,13,437,17860,2013,13
3646,CONCEJALES,10,373,10059,2021,3
3647,CONSEJEROS REGIONALES,13,436,19472,2017,6
3648,CONSEJEROS REGIONALES,13,439,17900,2013,0
3649,CONCEJALES,13,435,13672,2021,0
3650,CONCEJALES,8,264,7476,2021,38
3651,CONCEJALES,13,278,12197,2021,38
3652,DIPUTADOS,3,47,2143,2017,38
3653,CONCEJALES,6,414,5655,2021,3
3654,CONCEJALES,8,217,7339,2021,6
3655,DIPUTADOS,5,69,18262,2017,43
3656,CONCEJALES,6,386,5473,2021,1
3657,CONCEJALES,13,358,12898,2021,10
3658,CONCEJALES,13,390,13157,2021,38
3659,CONCEJALES,9,349,8866,2021,35
3660,CONCEJALES,8,271,7596,2021,6
3661,CONCEJALES,5,342,3722,2021,0
3662,CONCEJALES,4,474,2880,2021,1
3663,CONCEJALES,13,76,10675,2021,38
3664,SENADORES,5,10,18107,2017,38
3665,CONCEJALES,10,205,9577,2021,38
3666,ALCALDES,11,311,1005,2021,3
3667,CONCEJALES,13,92,10688,2021,48
3668,CONCEJALES,13,359,12988,2021,1
3669,ALCALDES,5,227,231,2021,38
3670,CONCEJALES,9,473,9218,2021,33
3671,CONCEJALES,7,410,6549,2021,48
3672,CONSEJEROS REGIONALES,14,467,19602,2017,4
3673,CONCEJALES,5,342,3721,2021,38
3674,CONCEJALES,2,100,1810,2021,1
3675,CONCEJALES,5,413,4134,2021,16
3676,CONSEJEROS REGIONALES,4,197,2571,2017,38
3677,CONCEJALES,12,365,10600,2021,38
3678,CONSEJEROS REGIONALES,14,467,19606,2017,5
3679,CONCEJALES,13,336,12588,2021,38
3680,CONCEJALES,13,480,13800,2021,38
3681,CONCEJALES,4,160,2456,2021,6
3682,CONVENCIONALES CONSTITUYENTES,7,23,15570,2021,8
3683,CONVENCIONALES CONSTITUYENTES,13,73,16226,2021,38
3684,CONCEJALES,13,247,11837,2021,13
3685,ALCALDES,1,219,14,2021,38
3686,CONCEJALES,9,473,9208,2021,38
3687,CONCEJALES,13,104,10774,2021,38
3688,CONCEJALES,8,482,8141,2021,38
3689,CONSEJEROS REGIONALES,9,118,17606,2013,6
3690,CONCEJALES,7,117,5761,2021,8
3691,CONCEJALES,14,397,14167,2021,38
3692,CONCEJALES,7,338,6387,2021,38
3693,CONCEJALES,10,360,9878,2021,1
3694,CONSEJEROS REGIONALES,13,122,19440,2017,38
3695,CONCEJALES,4,406,2844,2021,49
3696,CONCEJALES,13,278,12156,2021,43
3697,CONSEJEROS REGIONALES,2,457,17092,2013,38
3698,CONCEJALES,7,289,6202,2021,38
3699,CONCEJALES,6,190,4751,2021,38
3700,CONSEJEROS REGIONALES,1,225,1594,2017,38
3701,CONVENCIONALES CONSTITUYENTES,5,71,15421,2021,38
3702,DIPUTADOS,8,27,18432,2017,1
3703,CONCEJALES,9,148,8294,2021,48
3704,CONCEJALES,5,380,3875,2021,2
3705,CONCEJALES,6,393,5564,2021,33
3706,CONVENCIONALES CONSTITUYENTES,13,73,16247,2021,38
3707,CONCEJALES,11,139,10303,2021,22
3708,CONSEJEROS REGIONALES,15,88,19638,2017,4
3709,CONCEJALES,2,443,1915,2021,0
3710,CONCEJALES,8,109,7005,2021,0
3711,CONCEJALES,9,134,8250,2021,38
3712,CONCEJALES,16,306,14748,2021,48
3713,CONCEJALES,4,160,2471,2021,2
3714,CONCEJALES,13,232,11523,2021,43
3715,CONSEJEROS REGIONALES,1,225,18745,2017,38
3716,CONCEJALES,9,272,8680,2021,38
3717,CONCEJALES,13,421,13444,2021,8
3718,DIPUTADOS,13,15,18566,2017,3
3719,CONCEJALES,5,195,3237,2021,38
3720,DIPUTADOS,5,69,15351,2017,3
3721,CONCEJALES,13,194,11163,2021,38
3722,CONCEJALES,15,106,14379,2021,6
3723,CONCEJALES,5,235,3393,2021,0
3724,CONCEJALES,4,474,2884,2021,38
3725,CONCEJALES,10,316,9772,2021,38
3726,CONVENCIONALES CONSTITUYENTES,12,34,15870,2021,0
3727,CONVENCIONALES CONSTITUYENTES,14,30,16317,2021,51
3728,CONCEJALES,13,229,11398,2021,38
3729,CONSEJEROS REGIONALES,1,225,17014,2013,38
3730,ALCALDES,15,370,1353,2021,38
3731,CONCEJALES,8,446,7948,2021,3
3732,ALCALDES,8,431,710,2021,8
3733,CONCEJALES,13,258,11954,2021,49
3734,CONCEJALES,13,310,12373,2021,1
3735,CONCEJALES,13,167,11065,2021,38
3736,CONSEJEROS REGIONALES,6,99,477,2017,4
3737,CONSEJEROS REGIONALES,9,279,8807,2013,38
3738,CONCEJALES,13,147,10922,2021,13
3739,CONCEJALES,2,100,1776,2021,38
3740,CONCEJALES,13,480,13802,2021,8
3741,CONCEJALES,6,231,4812,2021,3
3742,CONCEJALES,13,408,13273,2021,1
3743,CONSEJEROS REGIONALES,3,159,17124,2013,38
3744,CONCEJALES,13,392,13240,2021,38
3745,CONCEJALES,13,358,12899,2021,13
3746,CONCEJALES,5,407,4042,2021,22
3747,CONCEJALES,5,411,4115,2021,1
3748,CONCEJALES,5,251,3467,2021,6
3749,CONCEJALES,4,160,2477,2021,0
3750,CONSEJEROS REGIONALES,5,227,17232,2013,6
3751,ALCALDES,10,206,913,2021,38
3752,CONVENCIONALES CONSTITUYENTES,5,71,15413,2021,3
3753,CONCEJALES,10,368,9992,2021,13
3754,CONCEJALES,4,474,2878,2021,38
3755,CONCEJALES,8,162,7231,2021,6
3756,CONCEJALES,13,390,13160,2021,38
3757,ALCALDES,13,155,1069,2021,4
3758,DIPUTADOS,13,19,17952,2017,15
3759,CONCEJALES,16,347,14807,2021,13
3760,CONCEJALES,3,124,2060,2021,13
3761,CONCEJALES,5,113,3067,2021,8
3762,CONSEJEROS REGIONALES,2,85,18805,2017,38
3763,CONCEJALES,7,172,5956,2021,22
3764,CONCEJALES,1,344,1619,2021,38
3765,CONCEJALES,13,232,11549,2021,38
3766,CONCEJALES,9,165,8352,2021,48
3767,CONCEJALES,5,396,4020,2021,38
3768,CONCEJALES,14,322,14093,2021,38
3769,CONCEJALES,6,149,4708,2021,8
3770,CONCEJALES,9,170,8399,2021,0
3771,CONVENCIONALES CONSTITUYENTES,2,36,15202,2021,45
3772,CONVENCIONALES CONSTITUYENTES,13,72,16212,2021,38
3773,ALCALDES,13,226,1107,2021,38
3774,CONSEJEROS REGIONALES,4,197,2483,2017,8
3775,CONCEJALES,5,328,3665,2021,16
3776,CONCEJALES,9,292,8714,2021,6
3777,CONCEJALES,6,386,5519,2021,38
3778,CONCEJALES,8,446,8016,2021,38
3779,CONCEJALES,10,362,9930,2021,38
3780,DIPUTADOS,7,44,16681,2013,7
3781,CONCEJALES,5,116,3122,2021,3
3782,CONCEJALES,8,266,7576,2021,38
3783,CONCEJALES,13,424,13542,2021,38
3784,CONSEJEROS REGIONALES,14,467,19591,2017,1
3785,CONCEJALES,9,478,9286,2021,38
3786,CONCEJALES,8,459,8064,2021,16
3787,CONCEJALES,2,100,1786,2021,13
3788,CONCEJALES,13,418,13370,2021,6
3789,CONCEJALES,13,323,12457,2021,38
3790,CONCEJALES,13,247,11817,2021,38
3791,CONVENCIONALES CONSTITUYENTES,6,20,15447,2021,1
3792,CONCEJALES,4,81,2330,2021,1
3793,CONCEJALES,6,414,5623,2021,38
3794,CONCEJALES,9,165,8321,2021,8
3795,CONSEJEROS REGIONALES,9,279,19290,2017,13
3796,CONCEJALES,3,468,2294,2021,13
3797,ALCALDES,9,404,846,2021,38
3798,CONCEJALES,8,431,7912,2021,38
3799,CONVENCIONALES CONSTITUYENTES,4,58,15252,2021,5
3800,CONCEJALES,8,158,7184,2021,0
3801,CONCEJALES,14,326,14134,2021,38
3802,DIPUTADOS,9,56,16749,2013,37
3803,CONCEJALES,13,247,11802,2021,5
3804,CONCEJALES,13,376,13031,2021,47
3805,CONSEJEROS REGIONALES,11,164,17724,2017,38
3806,CONCEJALES,3,203,2180,2021,3
3807,CONCEJALES,14,245,13962,2021,38
3808,CONCEJALES,13,418,13360,2021,43
3809,CONCEJALES,6,432,5729,2021,38
3810,GOBERNADOR REGIONAL,12,182,16459,2021,38
3811,CONCEJALES,13,221,11257,2021,38
3812,CONCEJALES,8,304,7695,2021,38
3813,CONCEJALES,5,328,3677,2021,38
3814,CONCEJALES,13,247,11858,2021,8
3815,CONCEJALES,9,166,8360,2021,48
3816,DIPUTADOS,13,15,18546,2017,7
3817,CONCEJALES,5,327,3652,2021,38
3818,SENADORES,9,1,8895,2017,4
3819,CONVENCIONALES CONSTITUYENTES,8,26,15604,2021,38
3820,CONCEJALES,13,287,12217,2021,38
3821,CONCEJALES,13,310,12314,2021,8
3822,CONSEJEROS REGIONALES,9,119,19287,2017,0
3823,CONVENCIONALES CONSTITUYENTES,13,17,16045,2021,3
3824,CONCEJALES,5,328,3682,2021,38
3825,DIPUTADOS,7,23,16694,2017,13
3826,CONSEJEROS REGIONALES,10,316,17676,2013,38
3827,SENADORES,9,1,15688,2017,3
3828,CONCEJALES,9,349,8852,2021,3
3829,CONVENCIONALES CONSTITUYENTES,13,73,16243,2021,38
3830,CONVENCIONALES CONSTITUYENTES,6,21,15489,2021,5
3831,CONCEJALES,6,346,5330,2021,38
3832,DIPUTADOS,13,72,12150,2017,38
3833,CONSEJEROS REGIONALES,7,253,540,2017,6
3834,CONSEJEROS REGIONALES,10,131,19312,2017,38
3835,CONCEJALES,13,147,10958,2021,35
3836,CONCEJALES,13,200,11208,2021,1
3837,ALCALDES,7,338,562,2021,38
3838,CONCEJALES,7,334,6348,2021,38
3839,CONCEJALES,13,376,13016,2021,43
3840,CONSEJEROS REGIONALES,10,131,19308,2017,8
3841,CONSEJEROS REGIONALES,8,87,17479,2013,38
3842,CONCEJALES,9,170,8395,2021,6
3843,CONCEJALES,2,286,1826,2021,38
3844,CONCEJALES,13,237,11749,2021,4
3845,ALCALDES,3,102,73,2021,6
3846,CONCEJALES,13,278,12130,2021,38
3847,CONCEJALES,13,147,10934,2021,48
3848,CONCEJALES,7,172,5971,2021,38
3849,CONCEJALES,7,476,6822,2021,6
3850,CONCEJALES,13,229,11438,2021,0
3851,CONSEJEROS REGIONALES,8,308,17573,2013,5
3852,CONCEJALES,8,482,8150,2021,6
3853,CONCEJALES,8,456,8028,2021,38
3854,CONCEJALES,8,87,6928,2021,38
3855,CONVENCIONALES CONSTITUYENTES,12,34,15857,2021,38
3856,CONCEJALES,13,278,12170,2021,3
3857,CONVENCIONALES CONSTITUYENTES,13,72,16195,2021,43
3858,CONCEJALES,8,264,7499,2021,38
3859,CONCEJALES,13,480,13814,2021,48
3860,CONCEJALES,5,407,4088,2021,1
3861,ALCALDES,7,172,522,2021,38
3862,DIPUTADOS,6,21,10713,2017,7
3863,CONCEJALES,7,125,5799,2021,38
3864,ALCALDES,14,267,1307,2021,38
3865,CONCEJALES,9,292,8709,2021,35
3866,CONCEJALES,8,243,7428,2021,1
3867,CONCEJALES,8,249,7455,2021,38
3868,CONCEJALES,14,288,14059,2021,22
3869,CONCEJALES,5,469,4248,2021,38
3870,CONVENCIONALES CONSTITUYENTES,1,25,15132,2021,38
3871,CONCEJALES,7,445,6695,2021,38
3872,CONCEJALES,13,92,10716,2021,13
3873,CONCEJALES,9,319,8771,2021,2
3874,CONSEJEROS REGIONALES,4,197,17188,2013,6
3875,CONCEJALES,5,103,2974,2021,3
3876,CONCEJALES,5,214,3294,2021,3
3877,CONSEJEROS REGIONALES,6,112,19085,2017,0
3878,CONCEJALES,5,307,3573,2021,22
3879,CONCEJALES,4,296,2656,2021,38
3880,CONSEJEROS REGIONALES,9,279,17628,2013,8
3881,CONCEJALES,8,459,8057,2021,15
3882,CONCEJALES,13,435,13622,2021,49
3883,CONCEJALES,16,409,14963,2021,38
3884,CONCEJALES,1,344,1621,2021,38
3885,CONCEJALES,5,356,3757,2021,38
3886,CONCEJALES,10,316,9755,2021,38
3887,CONCEJALES,7,450,6771,2021,38
3888,CONCEJALES,12,402,10626,2021,13
3889,CONCEJALES,5,196,3248,2021,38
3890,CONCEJALES,13,348,12751,2021,38
3891,CONSEJEROS REGIONALES,13,441,17944,2013,38
3892,CONCEJALES,7,410,6559,2021,38
3893,DIPUTADOS,5,71,18301,2017,43
3894,CONCEJALES,9,451,9099,2021,6
3895,DIPUTADOS,1,25,16558,2013,38
3896,CONCEJALES,9,449,9033,2021,38
3897,CONCEJALES,9,292,8708,2021,4
3898,ALCALDES,5,369,294,2021,49
3899,CONCEJALES,15,88,14318,2021,13
3900,CONCEJALES,5,156,3189,2021,2
3901,CONSEJEROS REGIONALES,5,407,17284,2017,13
3902,DIPUTADOS,10,64,16773,2013,38
3903,CONCEJALES,14,207,13858,2021,6
3904,CONSEJEROS REGIONALES,4,252,18962,2017,3
3905,CONCEJALES,5,379,3808,2021,38
3906,CONCEJALES,13,200,11233,2021,13
3907,CONVENCIONALES CONSTITUYENTES,11,33,15838,2021,10
3908,CONCEJALES,6,346,5346,2021,38
3909,CONCEJALES,9,473,9197,2021,4
3910,CONCEJALES,15,106,14346,2021,38
3911,CONCEJALES,5,328,3695,2021,38
3912,CONCEJALES,13,424,13519,2021,38
3913,CONCEJALES,14,245,13947,2021,38
3914,CONCEJALES,13,323,12467,2021,0
3915,CONCEJALES,3,159,2112,2021,3
3916,CONCEJALES,7,405,6512,2021,38
3917,CONSEJEROS REGIONALES,6,99,17376,2013,38
3918,CONVENCIONALES CONSTITUYENTES,13,16,16019,2021,38
3919,CONVENCIONALES CONSTITUYENTES,13,18,16120,2021,5
3920,CONSEJEROS REGIONALES,15,88,19645,2017,3
3921,ALCALDES,6,132,367,2021,38
3922,CONCEJALES,13,392,13228,2021,6
3923,CONVENCIONALES CONSTITUYENTES,9,29,15762,2021,38
3924,CONSEJEROS REGIONALES,8,308,17569,2013,13
3925,CONCEJALES,13,419,13421,2021,0
3926,CONCEJALES,14,322,14114,2021,38
3927,CONCEJALES,7,398,6464,2021,3
3928,CONCEJALES,8,377,7790,2021,38
3929,CONCEJALES,8,482,8148,2021,38
3930,CONCEJALES,4,399,2793,2021,38
3931,CONVENCIONALES CONSTITUYENTES,13,72,16216,2021,38
3932,CONCEJALES,4,222,2510,2021,38
3933,CONCEJALES,7,410,6579,2021,3
3934,CONSEJEROS REGIONALES,9,119,830,2013,8
3935,CONCEJALES,6,280,4998,2021,35
3936,DIPUTADOS,10,32,18506,2017,38
3937,CONCEJALES,5,411,4104,2021,3
3938,CONCEJALES,5,103,2976,2021,6
3939,CONCEJALES,1,225,1564,2021,38
3940,CONCEJALES,7,403,6510,2021,38
3941,DIPUTADOS,13,30,16884,2013,4
3942,CONCEJALES,16,409,14943,2021,38
3943,CONCEJALES,9,367,8928,2021,38
3944,CONCEJALES,13,355,12781,2021,2
3945,CONVENCIONALES CONSTITUYENTES,10,32,15795,2021,1
3946,CONCEJALES,13,257,11893,2021,38
3947,CONCEJALES,9,292,8718,2021,38
3948,CONCEJALES,8,169,7249,2021,3
3949,CONCEJALES,5,195,3224,2021,38
3950,CONCEJALES,5,105,3033,2021,38
3951,CONCEJALES,16,129,14539,2021,1
3952,CONCEJALES,5,434,4205,2021,38
3953,ALCALDES,14,397,1324,2021,10
3954,CONCEJALES,10,372,10047,2021,38
3955,DIPUTADOS,14,30,16952,2017,13
3956,CONCEJALES,16,142,14675,2021,6
3957,CONCEJALES,9,166,8383,2021,38
3958,CONSEJEROS REGIONALES,8,308,17574,2013,15
3959,CONCEJALES,10,324,9795,2021,38
3960,DIPUTADOS,5,71,16637,2017,0
3961,CONCEJALES,7,410,6551,2021,13
3962,CONCEJALES,8,249,7442,2021,8
3963,DIPUTADOS,13,23,16836,2013,4
3964,CONVENCIONALES CONSTITUYENTES,13,18,16132,2021,22
3965,CONCEJALES,1,225,1567,2021,0
3966,CONCEJALES,7,410,6573,2021,1
3967,CONCEJALES,5,307,3548,2021,1
3968,CONCEJALES,5,479,4470,2021,35
3969,CONCEJALES,4,160,2454,2021,13
3970,CONSEJEROS REGIONALES,13,438,19503,2017,10
3971,CONCEJALES,14,288,14084,2021,38
3972,CONCEJALES,6,432,5750,2021,16
3973,CONCEJALES,6,312,5158,2021,38
3974,CONCEJALES,9,451,9087,2021,2
3975,CONCEJALES,13,355,12795,2021,48
3976,CONCEJALES,12,365,10607,2021,38
3977,CONCEJALES,5,327,3637,2021,38
3978,CONCEJALES,13,355,12829,2021,4
3979,CONCEJALES,16,192,14712,2021,35
3980,CONSEJEROS REGIONALES,12,84,17755,2013,38
3981,CONCEJALES,13,104,10765,2021,1
3982,CONCEJALES,15,370,14413,2021,8
3983,ALCALDES,8,298,687,2021,38
3984,DIPUTADOS,15,14,1337,2017,38
3985,CONSEJEROS REGIONALES,8,90,7420,2017,7
3986,CONCEJALES,13,155,10963,2021,35
3987,CONCEJALES,10,115,9403,2021,10
3988,CONCEJALES,6,303,5125,2021,2
3989,CONCEJALES,3,220,2223,2021,38
3990,ALCALDES,13,424,1262,2021,13
3991,CONCEJALES,13,233,11614,2021,38
3992,CONCEJALES,14,467,14234,2021,38
3993,DIPUTADOS,13,37,16935,2013,4
3994,CONSEJEROS REGIONALES,12,453,17792,2013,38
3995,CONCEJALES,13,359,13006,2021,49
3996,CONCEJALES,13,76,10663,2021,3
3997,CONCEJALES,8,375,7745,2021,38
3998,CONCEJALES,9,475,9237,2021,3
3999,CONCEJALES,5,255,3483,2021,38
4000,CONCEJALES,9,202,8470,2021,8
4001,CONCEJALES,7,417,6597,2021,38
4002,CONCEJALES,13,236,11628,2021,38
4003,CONCEJALES,13,336,12585,2021,47
4004,CONCEJALES,5,116,3134,2021,38
4005,CONCEJALES,13,318,12394,2021,38
4006,ALCALDES,8,218,665,2021,38
4007,CONCEJALES,8,158,7181,2021,38
4008,CONCEJALES,13,310,12366,2021,38
4009,CONSEJEROS REGIONALES,15,88,16347,2013,3
4010,CONVENCIONALES CONSTITUYENTES,13,16,15997,2021,38
4011,DIPUTADOS,13,16,18583,2017,43
4012,CONCEJALES,6,301,5093,2021,2
4013,CONSEJEROS REGIONALES,4,252,17216,2013,3
4014,DIPUTADOS,9,28,16746,2017,8
4015,CONCEJALES,4,108,2365,2021,38
4016,CONCEJALES,5,227,3320,2021,3
4017,CONCEJALES,9,462,9152,2021,38
4018,CONCEJALES,15,210,14402,2021,38
4019,CONCEJALES,13,358,12863,2021,33
4020,CONSEJEROS REGIONALES,13,122,19437,2017,7
4021,CONCEJALES,6,325,5188,2021,3
4022,CONCEJALES,8,266,7518,2021,22
4023,ALCALDES,13,167,1078,2021,38
4024,CONCEJALES,6,273,4953,2021,6
4025,CONCEJALES,8,218,7393,2021,38
4026,DIPUTADOS,11,33,18522,2017,17
4027,CONSEJEROS REGIONALES,2,193,18846,2017,40
4028,CONCEJALES,2,457,1972,2021,8
4029,CONSEJEROS REGIONALES,13,441,17943,2013,37
4030,CONCEJALES,5,369,3789,2021,38
4031,CONCEJALES,13,336,12607,2021,38
4032,CONCEJALES,6,430,5687,2021,8
4033,CONSEJEROS REGIONALES,12,276,19420,2017,38
4034,CONCEJALES,4,160,2447,2021,6
4035,ALCALDES,5,196,222,2021,8
4036,CONCEJALES,7,117,5766,2021,38
4037,CONCEJALES,4,160,2482,2021,2
4038,DIPUTADOS,13,37,16930,2013,13
4039,DIPUTADOS,13,73,18674,2017,38
4040,CONCEJALES,13,421,13500,2021,8
4041,CONCEJALES,6,254,4895,2021,13
4042,CONVENCIONALES CONSTITUYENTES,13,17,16079,2021,43
4043,CONCEJALES,6,363,5403,2021,38
4044,CONCEJALES,4,222,2498,2021,38
4045,CONCEJALES,13,229,11434,2021,5
4046,DIPUTADOS,13,73,16834,2017,6
4047,CONCEJALES,5,479,4463,2021,38
4048,CONCEJALES,7,445,6710,2021,38
4049,CONVENCIONALES CONSTITUYENTES,13,17,16036,2021,5
4050,CONCEJALES,1,353,1634,2021,38
4051,DIPUTADOS,5,71,18285,2017,7
4052,CONCEJALES,8,271,7607,2021,3
4053,CONCEJALES,13,247,11865,2021,38
4054,CONCEJALES,13,392,13255,2021,38
4055,CONCEJALES,16,306,14766,2021,3
4056,CONCEJALES,8,162,7218,2021,33
4057,CONCEJALES,8,429,7870,2021,38
4058,CONCEJALES,8,271,7598,2021,38
4059,ALCALDES,8,482,734,2021,38
4060,CONCEJALES,3,189,2157,2021,38
4061,DIPUTADOS,13,17,16112,2017,38
4062,CONVENCIONALES CONSTITUYENTES,9,29,15738,2021,52
4063,CONCEJALES,7,445,6706,2021,38
4064,CONCEJALES,6,212,4795,2021,8
4065,DIPUTADOS,1,25,18175,2017,38
4066,DIPUTADOS,13,72,18655,2017,4
4067,CONCEJALES,9,449,9040,2021,38
4068,ALCALDES,16,409,1406,2021,38
4069,CONCEJALES,6,143,4670,2021,38
4070,CONSEJEROS REGIONALES,15,88,1344,2013,38
4071,CONCEJALES,3,78,2004,2021,38
4072,CONCEJALES,2,85,1682,2021,22
4073,CONCEJALES,8,377,7783,2021,8
4074,CONCEJALES,11,213,10374,2021,38
4075,CONCEJALES,1,344,1612,2021,1
4076,CONCEJALES,11,461,10455,2021,38
4077,CONCEJALES,11,128,10249,2021,13
4078,CONCEJALES,8,429,7874,2021,1
4079,ALCALDES,3,452,96,2021,1
4080,CONCEJALES,9,272,8693,2021,22
4081,DIPUTADOS,9,59,16757,2013,3
4082,CONVENCIONALES CONSTITUYENTES,13,15,15914,2021,5
4083,CONCEJALES,10,316,9762,2021,3
4084,CONCEJALES,9,458,9128,2021,3
4085,CONVENCIONALES CONSTITUYENTES,5,71,15415,2021,38
4086,CONCEJALES,9,292,8705,2021,38
4087,CONVENCIONALES CONSTITUYENTES,2,36,15184,2021,16
4088,CONCEJALES,7,403,6506,2021,3
4089,CONCEJALES,5,328,3662,2021,0
4090,CONSEJEROS REGIONALES,13,441,1126,2013,6
4091,CONCEJALES,13,278,12115,2021,8
4092,CONCEJALES,13,337,12645,2021,49
4093,CONCEJALES,13,390,13186,2021,38
4094,CONCEJALES,16,378,10526,2021,1
4095,CONVENCIONALES CONSTITUYENTES,1,25,15125,2021,38
4096,CONCEJALES,16,93,14448,2021,38
4097,CONSEJEROS REGIONALES,9,279,15706,2017,6
4098,CONSEJEROS REGIONALES,14,387,1299,2013,8
4099,CONCEJALES,4,317,2676,2021,38
4100,CONSEJEROS REGIONALES,11,164,19386,2017,38
4101,ALCALDES,16,412,1411,2021,38
4102,CONCEJALES,13,383,13104,2021,22
4103,CONCEJALES,3,468,2305,2021,8
4104,CONVENCIONALES CONSTITUYENTES,13,15,15949,2021,38
