ID,CARGO,REGION.ID,TERRITORIO.ID,CANDIDATO.ID,ANO,PARTIDO.ID
18898,CONCEJALES,16,142,14671,2021,0
18899,CONSEJEROS REGIONALES,13,436,19475,2017,12
18900,CONSEJEROS REGIONALES,9,279,17629,2013,13
18901,CONSEJEROS REGIONALES,13,438,11201,2013,3
18902,CONSEJEROS REGIONALES,10,256,17668,2013,37
18903,CONSEJEROS REGIONALES,13,440,15915,2013,7
18904,DIPUTADOS,8,26,15631,2017,38
18905,ALCALDES,7,262,543,2021,38
18906,ALCALDES,16,129,1358,2021,6
18907,ALCALDES,13,226,1105,2021,3
18908,ALCALDES,4,160,121,2021,1
18909,CONCEJALES,13,194,11160,2021,13
18910,CONSEJEROS REGIONALES,13,438,19499,2017,13
18911,CONSEJEROS REGIONALES,6,99,17372,2013,8
18912,CONCEJALES,13,120,10782,2021,16
18913,CONSEJEROS REGIONALES,13,437,13651,2013,38
18914,CONCEJALES,6,280,5001,2021,35
18915,ALCALDES,6,283,412,2021,13
18916,CONCEJALES,7,331,6276,2021,38
18917,CONSEJEROS REGIONALES,7,445,17459,2013,1
18918,CONCEJALES,8,271,7589,2021,8
18919,CONCEJALES,13,435,13628,2021,13
18920,ALCALDES,13,376,1219,2021,38
18921,DIPUTADOS,8,26,18419,2017,3
18922,CONCEJALES,9,263,8611,2021,38
18923,CONCEJALES,6,432,5747,2021,38
18924,CONCEJALES,6,126,4563,2021,38
18925,CONCEJALES,12,365,10568,2021,3
18926,CONCEJALES,13,223,11343,2021,43
18927,CONCEJALES,13,336,12553,2021,38
18928,ALCALDES,6,297,418,2021,38
18929,CONSEJEROS REGIONALES,13,440,19525,2017,38
18930,CONCEJALES,13,293,12260,2021,8
18931,CONCEJALES,13,121,10873,2021,8
18932,CONSEJEROS REGIONALES,14,467,19590,2017,6
18933,CONCEJALES,7,144,5837,2021,38
18934,CONCEJALES,13,337,12692,2021,38
18935,CONCEJALES,5,105,3008,2021,0
18936,CONSEJEROS REGIONALES,14,467,19585,2017,8
18937,CONCEJALES,13,258,11951,2021,13
18938,CONCEJALES,7,476,6823,2021,2
18939,ALCALDES,5,116,206,2021,3
18940,CONVENCIONALES CONSTITUYENTES,13,17,16051,2021,10
18941,CONCEJALES,13,76,10680,2021,3
18942,CONCEJALES,10,360,9799,2021,38
18943,CONCEJALES,5,479,4472,2021,38
18944,CONVENCIONALES CONSTITUYENTES,5,69,15343,2021,38
18945,CONCEJALES,13,232,11470,2021,38
18946,CONVENCIONALES CONSTITUYENTES,12,34,15866,2021,4
18947,CONCEJALES,13,418,13383,2021,22
18948,CONSEJEROS REGIONALES,12,276,17768,2017,3
18949,CONCEJALES,13,232,11527,2021,10
18950,CONCEJALES,13,358,12932,2021,0
18951,CONCEJALES,13,200,11176,2021,1
18952,GOBERNADOR REGIONAL,4,178,16413,2021,1
18953,CONVENCIONALES CONSTITUYENTES,12,34,15880,2021,38
18954,CONSEJEROS REGIONALES,9,119,17618,2013,0
18955,CONCEJALES,6,246,4869,2021,3
18956,CONCEJALES,6,343,5249,2021,38
18957,CONVENCIONALES CONSTITUYENTES,5,69,15311,2021,38
18958,CONCEJALES,13,337,12638,2021,3
18959,CONSEJEROS REGIONALES,8,87,17474,2013,5
18960,CONSEJEROS REGIONALES,2,85,18806,2017,38
18961,CONCEJALES,8,339,7722,2021,38
18962,CONCEJALES,10,256,9661,2021,38
18963,CONCEJALES,13,293,12309,2021,5
18964,DIPUTADOS,8,26,16715,2017,13
18965,CONCEJALES,5,434,4206,2021,38
18966,CONCEJALES,13,392,13256,2021,6
18967,CONCEJALES,13,287,12225,2021,38
18968,ALCALDES,10,138,898,2021,38
18969,CONCEJALES,9,248,8555,2021,13
18970,CONSEJEROS REGIONALES,1,225,17018,2013,4
18971,CONSEJEROS REGIONALES,1,225,16992,2013,6
18972,DIPUTADOS,9,29,822,2017,40
18973,CONCEJALES,9,166,8373,2021,38
18974,CONCEJALES,6,280,4996,2021,0
18975,CONVENCIONALES CONSTITUYENTES,4,58,15262,2021,38
18976,CONVENCIONALES CONSTITUYENTES,4,58,15241,2021,38
18977,CONCEJALES,13,155,11012,2021,38
18978,ALCALDES,11,136,990,2021,38
18979,CONSEJEROS REGIONALES,13,122,17810,2013,38
18980,CONCEJALES,16,347,14798,2021,35
18981,CONCEJALES,3,189,2160,2021,38
18982,CONCEJALES,13,358,12911,2021,38
18983,CONCEJALES,10,204,98,2021,0
18984,CONCEJALES,4,81,2309,2021,38
18985,CONVENCIONALES CONSTITUYENTES,13,73,16267,2021,5
18986,CONCEJALES,14,240,13923,2021,13
18987,CONCEJALES,1,353,1632,2021,8
18988,CONSEJEROS REGIONALES,6,99,19073,2017,43
18989,CONVENCIONALES CONSTITUYENTES,16,24,16375,2021,51
18990,CONVENCIONALES CONSTITUYENTES,15,14,16334,2021,8
18991,CONCEJALES,10,362,9925,2021,2
18992,CONVENCIONALES CONSTITUYENTES,8,26,15591,2021,38
18993,CONCEJALES,6,212,4793,2021,0
18994,CONCEJALES,7,445,6698,2021,35
18995,CONCEJALES,9,263,8606,2021,35
18996,CONCEJALES,5,479,4491,2021,38
18997,CONCEJALES,13,310,12322,2021,8
18998,CONCEJALES,6,303,5109,2021,8
18999,CONCEJALES,13,348,12759,2021,2
19000,ALCALDES,13,229,1112,2021,6
19001,CONSEJEROS REGIONALES,12,276,17785,2013,37
19002,CONCEJALES,9,473,9226,2021,22
19003,CONCEJALES,1,225,1537,2021,3
19004,CONCEJALES,6,430,5699,2021,2
19005,CONCEJALES,13,310,12333,2021,38
19006,CONCEJALES,5,105,3013,2021,38
19007,CONCEJALES,9,449,9026,2021,8
19008,CONCEJALES,6,394,5620,2021,8
19009,CONCEJALES,13,310,12329,2021,13
19010,CONVENCIONALES CONSTITUYENTES,8,26,15629,2021,5
19011,CONSEJEROS REGIONALES,4,197,17170,2013,8
19012,CONCEJALES,5,479,4466,2021,38
19013,CONCEJALES,8,201,7307,2021,3
19014,CONCEJALES,9,263,8626,2021,4
19015,CONCEJALES,10,138,9481,2021,38
19016,CONVENCIONALES CONSTITUYENTES,9,29,15739,2021,38
19017,DIPUTADOS,5,69,18254,2017,4
19018,CONCEJALES,13,237,11694,2021,3
19019,CONSEJEROS REGIONALES,11,74,17703,2013,3
19020,CONCEJALES,9,134,8253,2021,38
19021,CONCEJALES,13,233,11559,2021,38
19022,CONCEJALES,6,301,5078,2021,38
19023,CONCEJALES,10,401,10124,2021,38
19024,CONCEJALES,13,104,10771,2021,38
19025,ALCALDES,10,268,926,2021,38
19026,CONCEJALES,5,477,4376,2021,35
19027,CONCEJALES,7,410,6570,2021,38
19028,CONCEJALES,10,123,9448,2021,8
19029,CONCEJALES,5,413,4148,2021,16
19030,DIPUTADOS,8,53,15601,2013,4
19031,CONCEJALES,5,156,3172,2021,6
19032,CONCEJALES,9,349,8840,2021,8
19033,CONVENCIONALES CONSTITUYENTES,5,69,15315,2021,2
19034,ALCALDES,4,406,173,2021,38
19035,CONSEJEROS REGIONALES,9,118,9123,2017,7
19036,CONSEJEROS REGIONALES,13,122,19439,2017,40
19037,CONCEJALES,5,315,3630,2021,3
19038,CONCEJALES,13,293,12241,2021,8
19039,ALCALDES,13,323,1185,2021,16
19040,CONCEJALES,4,317,2697,2021,38
19041,CONCEJALES,13,421,13460,2021,38
19042,ALCALDES,3,468,104,2021,38
19043,CONSEJEROS REGIONALES,2,85,17033,2017,13
19044,CONVENCIONALES CONSTITUYENTES,13,16,15969,2021,38
19045,CONCEJALES,1,79,1450,2021,16
19046,CONCEJALES,4,150,2395,2021,8
19047,CONCEJALES,14,163,13844,2021,3
19048,CONVENCIONALES CONSTITUYENTES,13,73,16244,2021,38
19049,ALCALDES,1,79,1,2021,38
19050,CONCEJALES,6,350,5369,2021,38
19051,CONSEJEROS REGIONALES,5,470,19014,2017,8
19052,CONCEJALES,13,191,11129,2021,38
19053,CONCEJALES,5,469,4251,2021,38
19054,CONSEJEROS REGIONALES,6,98,15449,2013,13
19055,DIPUTADOS,12,34,18537,2017,38
19056,CONSEJEROS REGIONALES,15,330,19661,2017,38
19057,ALCALDES,8,87,623,2021,38
19058,CONCEJALES,10,368,9982,2021,38
19059,CONVENCIONALES CONSTITUYENTES,13,15,15951,2021,38
19060,CONCEJALES,5,328,3683,2021,49
19061,CONCEJALES,8,426,7824,2021,3
19062,CONSEJEROS REGIONALES,7,172,17417,2017,38
19063,CONSEJEROS REGIONALES,13,444,19562,2017,3
19064,CONCEJALES,13,376,13012,2021,38
19065,GOBERNADOR REGIONAL,2,174,16403,2021,16
19066,CONCEJALES,10,173,9521,2021,38
19067,CONCEJALES,13,337,12712,2021,8
19068,CONSEJEROS REGIONALES,7,445,19147,2017,38
19069,CONCEJALES,16,129,14511,2021,38
19070,GOBERNADOR REGIONAL,7,188,16431,2021,8
19071,CONCEJALES,13,278,12177,2021,38
19072,CONSEJEROS REGIONALES,1,448,18799,2017,3
19073,CONCEJALES,13,221,11292,2021,2
19074,CONCEJALES,9,292,8721,2021,38
19075,DIPUTADOS,13,19,12554,2017,15
19076,SENADORES,8,3,16519,2013,8
19077,CONCEJALES,13,147,10942,2021,38
19078,CONSEJEROS REGIONALES,1,225,16970,2013,13
19079,CONSEJEROS REGIONALES,5,379,257,2013,38
19080,CONCEJALES,4,238,2602,2021,38
19081,CONSEJEROS REGIONALES,7,253,19125,2017,4
19082,CONCEJALES,8,266,7575,2021,13
19083,CONCEJALES,16,130,14570,2021,6
19084,CONCEJALES,6,273,4935,2021,13
19085,CONSEJEROS REGIONALES,15,330,18078,2013,6
19086,CONCEJALES,4,270,2619,2021,38
19087,CONSEJEROS REGIONALES,12,466,19431,2017,38
19088,CONCEJALES,7,250,6079,2021,38
19089,CONCEJALES,13,194,11142,2021,38
19090,CONCEJALES,16,483,15098,2021,1
19091,GOBERNADOR REGIONAL,9,179,16446,2021,38
19092,CONSEJEROS REGIONALES,15,88,18021,2013,13
19093,CONCEJALES,5,477,4342,2021,38
19094,CONCEJALES,2,447,1931,2021,13
19095,CONCEJALES,10,374,10098,2021,38
19096,CONSEJEROS REGIONALES,4,197,17175,2013,38
19097,CONSEJEROS REGIONALES,13,438,17890,2013,7
19098,CONSEJEROS REGIONALES,3,159,18889,2017,38
19099,CONCEJALES,13,147,10937,2021,13
19100,CONCEJALES,14,163,13845,2021,38
19101,DIPUTADOS,13,73,18692,2017,2
19102,SENADORES,9,1,18147,2017,0
19103,CONSEJEROS REGIONALES,5,471,17342,2013,6
19104,DIPUTADOS,2,36,18189,2017,12
19105,CONCEJALES,9,309,8738,2021,6
19106,CONCEJALES,13,92,10740,2021,1
19107,CONCEJALES,7,198,6009,2021,38
19108,CONCEJALES,5,103,2995,2021,38
19109,CONCEJALES,5,469,4330,2021,38
19110,CONCEJALES,5,477,4375,2021,22
19111,CONCEJALES,14,467,14209,2021,9
19112,CONCEJALES,9,165,8334,2021,38
19113,CONCEJALES,13,121,10890,2021,38
19114,CONCEJALES,14,245,13978,2021,6
19115,DIPUTADOS,5,69,18264,2017,0
19116,CONCEJALES,13,337,12641,2021,38
19117,CONCEJALES,6,303,5131,2021,0
19118,CONCEJALES,13,237,11732,2021,2
19119,CONCEJALES,5,255,3497,2021,38
19120,CONSEJEROS REGIONALES,3,220,4892,2013,40
19121,DIPUTADOS,5,71,18304,2017,43
19122,CONVENCIONALES CONSTITUYENTES,5,69,15314,2021,3
19123,CONSEJEROS REGIONALES,13,438,10813,2017,38
19124,GOBERNADOR REGIONAL,6,187,16425,2021,38
19125,CONSEJEROS REGIONALES,10,316,17684,2017,6
19126,CONCEJALES,16,130,14589,2021,38
19127,CONSEJEROS REGIONALES,5,407,17286,2013,3
19128,CONCEJALES,7,295,6265,2021,38
19129,CONCEJALES,16,378,14865,2021,22
19130,CONCEJALES,6,126,4575,2021,38
19131,CONCEJALES,5,379,3853,2021,16
19132,CONSEJEROS REGIONALES,7,253,535,2013,6
19133,CONCEJALES,3,220,2221,2021,38
19134,CONCEJALES,10,256,9654,2021,0
19135,CONCEJALES,7,295,6224,2021,38
19136,CONCEJALES,5,356,3738,2021,38
19137,CONSEJEROS REGIONALES,13,444,17950,2013,13
19138,CONCEJALES,15,210,14408,2021,8
19139,CONVENCIONALES CONSTITUYENTES,13,18,16118,2021,43
19140,CONCEJALES,15,106,14359,2021,8
19141,CONCEJALES,6,346,5351,2021,8
19142,CONCEJALES,1,353,1629,2021,8
19143,CONCEJALES,10,206,9605,2021,38
19144,DIPUTADOS,7,22,2177,2017,44
19145,CONCEJALES,5,469,4303,2021,38
19146,CONCEJALES,4,364,2778,2021,38
19147,CONVENCIONALES CONSTITUYENTES,5,69,15317,2021,38
19148,CONCEJALES,8,158,7190,2021,22
19149,CONSEJEROS REGIONALES,9,279,19296,2017,38
19150,CONCEJALES,6,149,4685,2021,38
19151,CONCEJALES,9,341,8834,2021,22
19152,CONSEJEROS REGIONALES,1,225,18756,2017,2
19153,CONSEJEROS REGIONALES,8,152,7355,2013,15
19154,CONCEJALES,13,336,12625,2021,38
19155,CONCEJALES,6,254,4897,2021,38
19156,CONVENCIONALES CONSTITUYENTES,5,71,15396,2021,13
19157,CONVENCIONALES CONSTITUYENTES,13,17,16023,2021,38
19158,CONVENCIONALES CONSTITUYENTES,9,29,15737,2021,3
19159,CONCEJALES,6,312,5165,2021,3
19160,CONVENCIONALES CONSTITUYENTES,13,15,15925,2021,43
19161,CONCEJALES,5,113,3070,2021,38
19162,CONCEJALES,5,230,3362,2021,13
19163,CONCEJALES,13,191,11087,2021,8
19164,CONCEJALES,9,473,9204,2021,38
19165,CONCEJALES,9,462,9169,2021,38
19166,CONCEJALES,13,332,12514,2021,8
19167,SENADORES,14,5,16552,2013,38
19168,CONCEJALES,13,232,11500,2021,2
19169,CONCEJALES,16,129,14551,2021,13
19170,ALCALDES,9,269,801,2021,38
19171,CONSEJEROS REGIONALES,13,444,11367,2013,8
19172,CONCEJALES,1,353,1651,2021,0
19173,CONCEJALES,13,348,12743,2021,38
19174,CONCEJALES,5,469,4335,2021,38
19175,CONCEJALES,6,346,5328,2021,38
19176,CONCEJALES,13,454,13750,2021,38
19177,CONCEJALES,4,399,2812,2021,8
19178,SENADORES,5,10,18103,2017,18
19179,CONCEJALES,4,270,2618,2021,38
19180,CONCEJALES,16,142,14662,2021,38
19181,CONCEJALES,7,338,6383,2021,8
19182,CONCEJALES,10,324,9791,2021,38
19183,CONSEJEROS REGIONALES,4,252,18959,2017,4
19184,DIPUTADOS,6,42,411,2013,4
19185,CONVENCIONALES CONSTITUYENTES,13,15,15922,2021,38
19186,ALCALDES,4,317,149,2021,38
19187,CONCEJALES,1,107,1473,2021,8
19188,CONCEJALES,10,374,10099,2021,33
19189,CONCEJALES,13,229,11408,2021,38
19190,CONSEJEROS REGIONALES,15,88,1338,2013,38
19191,CONCEJALES,5,114,3089,2021,38
19192,DIPUTADOS,9,29,18467,2017,2
19193,CONCEJALES,3,102,2018,2021,0
19194,CONCEJALES,8,271,7588,2021,33
19195,CONCEJALES,13,376,13057,2021,38
19196,CONCEJALES,5,479,4445,2021,38
19197,CONCEJALES,13,421,13465,2021,45
19198,CONSEJEROS REGIONALES,2,85,1755,2017,3
19199,CONSEJEROS REGIONALES,15,88,18063,2013,7
19200,DIPUTADOS,8,52,7091,2013,15
19201,CONCEJALES,5,114,3100,2021,13
19202,ALCALDES,10,423,976,2021,38
19203,CONCEJALES,6,231,4822,2021,38
19204,CONCEJALES,13,337,12675,2021,38
19205,CONCEJALES,16,93,14474,2021,8
19206,CONCEJALES,13,390,13169,2021,49
19207,CONCEJALES,6,345,5290,2021,1
19208,CONCEJALES,5,356,3755,2021,38
19209,CONCEJALES,5,315,3603,2021,22
19210,ALCALDES,9,475,868,2021,6
19211,SENADORES,7,13,859,2017,7
19212,ALCALDES,9,261,793,2021,38
19213,CONCEJALES,5,413,4124,2021,4
19214,CONSEJEROS REGIONALES,8,87,17477,2013,38
19215,CONCEJALES,9,211,8513,2021,13
19216,CONCEJALES,5,315,3627,2021,38
19217,CONVENCIONALES CONSTITUYENTES,9,28,15684,2021,13
19218,CONCEJALES,9,449,9044,2021,38
19219,CONVENCIONALES CONSTITUYENTES,1,25,15151,2021,38
19220,CONCEJALES,13,435,13655,2021,6
19221,CONVENCIONALES CONSTITUYENTES,5,71,15366,2021,43
19222,CONCEJALES,10,206,9599,2021,38
19223,ALCALDES,13,236,1124,2021,38
19224,CONCEJALES,13,408,13298,2021,38
19225,CONCEJALES,16,347,14813,2021,8
19226,CONCEJALES,15,88,14309,2021,38
19227,CONCEJALES,7,398,6460,2021,38
19228,SENADORES,7,13,18134,2017,3
19229,CONSEJEROS REGIONALES,2,457,18869,2017,3
19230,CONCEJALES,10,204,9550,2021,3
19231,CONCEJALES,1,79,1437,2021,38
19232,CONCEJALES,13,121,10855,2021,13
19233,DIPUTADOS,3,58,16578,2013,8
19234,CONCEJALES,4,238,1381,2021,3
19235,ALCALDES,2,313,47,2021,38
19236,ALCALDES,15,88,1337,2021,38
19237,CONCEJALES,13,223,11310,2021,38
19238,CONCEJALES,7,472,6779,2021,3
19239,CONCEJALES,6,325,5177,2021,38
19240,ALCALDES,6,393,478,2021,38
19241,CONCEJALES,11,89,10224,2021,3
19242,CONSEJEROS REGIONALES,13,436,17848,2017,13
19243,CONCEJALES,10,115,9413,2021,38
19244,CONCEJALES,13,480,13816,2021,38
19245,CONCEJALES,13,435,13604,2021,38
19246,CONCEJALES,13,323,12431,2021,1
19247,CONCEJALES,4,238,2538,2021,2
19248,CONCEJALES,6,386,5451,2021,38
19249,CONCEJALES,8,271,7611,2021,22
19250,SENADORES,11,4,18153,2017,10
19251,CONCEJALES,9,367,8924,2021,13
19252,SENADORES,7,13,16539,2017,4
19253,CONCEJALES,7,253,6138,2021,3
19254,CONCEJALES,13,194,11170,2021,38
19255,DIPUTADOS,5,71,18282,2017,38
19256,CONSEJEROS REGIONALES,13,161,19450,2017,38
19257,DIPUTADOS,5,16,16617,2013,38
19258,CONSEJEROS REGIONALES,6,145,17401,2013,38
19259,CONCEJALES,6,246,4845,2021,13
19260,CONCEJALES,7,417,6616,2021,16
19261,CONCEJALES,13,293,12289,2021,1
19262,CONCEJALES,5,307,3578,2021,38
19263,CONSEJEROS REGIONALES,7,253,19114,2017,38
19264,CONCEJALES,6,432,5726,2021,38
19265,CONVENCIONALES CONSTITUYENTES,16,24,16387,2021,38
19266,CONSEJEROS REGIONALES,9,119,17625,2013,37
19267,DIPUTADOS,3,47,100,2017,16
19268,CONCEJALES,13,348,12739,2021,38
19269,CONCEJALES,13,200,11218,2021,38
19270,CONCEJALES,5,379,3806,2021,38
19271,CONCEJALES,16,137,14594,2021,38
19272,CONCEJALES,11,213,10388,2021,2
19273,CONCEJALES,13,233,11582,2021,38
19274,CONCEJALES,13,233,11578,2021,13
19275,CONCEJALES,8,465,8091,2021,0
19276,CONCEJALES,5,369,3794,2021,6
19277,CONCEJALES,7,253,6139,2021,9
19278,CONCEJALES,7,450,6763,2021,38
19279,CONSEJEROS REGIONALES,13,161,5646,2017,5
19280,CONVENCIONALES CONSTITUYENTES,4,58,15268,2021,38
19281,DIPUTADOS,10,32,18504,2017,9
19282,CONCEJALES,4,317,2680,2021,38
19283,CONCEJALES,11,461,10452,2021,6
19284,CONCEJALES,16,483,15117,2021,38
19285,CONSEJEROS REGIONALES,13,122,10941,2017,8
19286,CONSEJEROS REGIONALES,11,74,17702,2017,13
19287,CONSEJEROS REGIONALES,8,153,19212,2017,4
19288,CONCEJALES,4,474,2879,2021,1
19289,CONCEJALES,5,195,3212,2021,2
19290,CONCEJALES,13,392,13215,2021,43
19291,CONCEJALES,13,419,13416,2021,38
19292,ALCALDES,5,479,357,2021,6
19293,CONVENCIONALES CONSTITUYENTES,14,30,16301,2021,5
19294,CONCEJALES,6,414,5641,2021,38
19295,ALCALDES,8,446,715,2021,38
19296,CONCEJALES,7,334,6361,2021,38
19297,CONCEJALES,3,159,2108,2021,47
19298,CONCEJALES,6,350,5360,2021,8
19299,CONCEJALES,10,360,9865,2021,2
19300,CONCEJALES,6,231,4816,2021,38
19301,CONCEJALES,5,195,3234,2021,38
19302,CONCEJALES,16,137,14605,2021,13
19303,CONCEJALES,6,297,5049,2021,38
19304,CONCEJALES,7,253,6121,2021,1
19305,DIPUTADOS,10,32,9403,2017,38
19306,CONSEJEROS REGIONALES,15,88,19622,2017,38
19307,CONSEJEROS REGIONALES,13,293,12301,2017,8
19308,DIPUTADOS,13,16,15909,2017,0
19309,ALCALDES,5,315,264,2021,48
19310,CONCEJALES,9,166,8359,2021,38
19311,CONCEJALES,5,265,3525,2021,38
19312,CONCEJALES,8,87,6947,2021,13
19313,CONCEJALES,7,289,6193,2021,22
19314,ALCALDES,9,478,874,2021,52
19315,CONCEJALES,8,249,7456,2021,10
19316,CONCEJALES,7,472,6798,2021,38
19317,CONCEJALES,13,232,11530,2021,38
19318,CONCEJALES,14,240,13941,2021,38
19319,CONCEJALES,16,306,14755,2021,38
19320,CONCEJALES,13,337,12685,2021,0
19321,CONSEJEROS REGIONALES,3,159,17135,2013,7
19322,CONCEJALES,13,390,13204,2021,13
19323,CONCEJALES,13,358,12871,2021,38
19324,CONSEJEROS REGIONALES,4,252,18956,2017,18
19325,CONCEJALES,9,166,8388,2021,38
19326,CONCEJALES,13,293,12261,2021,13
19327,CONCEJALES,10,138,9480,2021,8
19328,CONCEJALES,10,361,9896,2021,38
19329,CONCEJALES,13,278,12155,2021,38
19330,CONCEJALES,8,299,7676,2021,38
19331,CONCEJALES,5,75,2925,2021,38
19332,CONCEJALES,5,235,3365,2021,13
19333,CONCEJALES,13,390,13145,2021,43
19334,CONCEJALES,13,376,13055,2021,4
19335,CONSEJEROS REGIONALES,7,445,17451,2013,13
19336,CONCEJALES,13,223,11306,2021,10
19337,ALCALDES,5,235,241,2021,8
19338,CONCEJALES,6,346,5327,2021,38
19339,CONCEJALES,7,198,6013,2021,38
19340,CONSEJEROS REGIONALES,5,379,2997,2013,38
19341,CONCEJALES,5,156,3166,2021,38
19342,CONCEJALES,13,435,13685,2021,3
19343,CONCEJALES,9,166,8381,2021,38
19344,CONCEJALES,9,170,8401,2021,38
19345,CONSEJEROS REGIONALES,8,154,17553,2017,3
19346,CONCEJALES,8,482,8127,2021,38
19347,CONSEJEROS REGIONALES,13,439,19518,2017,4
19348,CONVENCIONALES CONSTITUYENTES,8,26,15579,2021,13
19349,SENADORES,9,1,18142,2017,18
19350,ALCALDES,5,379,298,2021,16
19351,CONCEJALES,14,245,13980,2021,38
19352,CONCEJALES,13,247,11868,2021,38
19353,CONCEJALES,14,322,14106,2021,35
19354,CONCEJALES,16,347,14803,2021,38
19355,CONCEJALES,9,458,9123,2021,33
19356,CONCEJALES,13,323,12461,2021,38
19357,ALCALDES,5,434,334,2021,38
19358,CONCEJALES,13,104,10748,2021,2
19359,CONSEJEROS REGIONALES,1,225,17001,2013,38
19360,ALCALDES,6,231,391,2021,38
19361,ALCALDES,12,242,1016,2021,38
19362,CONCEJALES,13,191,11119,2021,13
19363,CONSEJEROS REGIONALES,4,133,18928,2017,38
19364,CONCEJALES,8,264,7475,2021,38
19365,CONCEJALES,3,102,2028,2021,22
19366,CONVENCIONALES CONSTITUYENTES,4,58,15273,2021,38
19367,DIPUTADOS,15,14,18730,2017,8
19368,CONSEJEROS REGIONALES,8,308,17579,2013,0
19369,CONSEJEROS REGIONALES,13,436,17847,2013,38
19370,CONSEJEROS REGIONALES,13,440,19533,2017,38
19371,CONCEJALES,14,467,14261,2021,38
19372,ALCALDES,9,269,800,2021,38
19373,CONCEJALES,8,151,7082,2021,5
19374,CONCEJALES,12,95,10466,2021,13
19375,CONSEJEROS REGIONALES,8,152,17511,2013,1
19376,CONCEJALES,8,109,6999,2021,8
19377,CONSEJEROS REGIONALES,7,445,593,2017,3
19378,CONCEJALES,5,407,4086,2021,8
19379,CONCEJALES,13,336,12571,2021,38
19380,CONSEJEROS REGIONALES,3,159,18898,2017,38
19381,CONSEJEROS REGIONALES,2,193,18851,2017,18
19382,CONCEJALES,8,151,7122,2021,38
19383,CONVENCIONALES CONSTITUYENTES,6,20,15467,2021,43
19384,CONCEJALES,8,446,8008,2021,0
19385,CONCEJALES,10,360,9857,2021,10
19386,CONCEJALES,6,350,5375,2021,38
19387,CONVENCIONALES CONSTITUYENTES,13,17,16033,2021,38
19388,CONSEJEROS REGIONALES,7,445,17463,2017,40
19389,CONCEJALES,5,230,3359,2021,38
19390,CONCEJALES,4,160,2408,2021,13
19391,CONCEJALES,6,126,478,2021,8
19392,CONCEJALES,5,265,3543,2021,38
19393,CONVENCIONALES CONSTITUYENTES,5,71,15408,2021,38
19394,CONCEJALES,10,316,9756,2021,13
19395,ALCALDES,16,422,1419,2021,3
19396,CONCEJALES,9,263,8629,2021,38
19397,CONCEJALES,13,236,11655,2021,33
19398,ALCALDES,5,479,353,2021,38
19399,CONCEJALES,8,162,7232,2021,33
19400,CONSEJEROS REGIONALES,11,164,17724,2013,38
19401,CONCEJALES,5,156,3169,2021,10
19402,CONSEJEROS REGIONALES,7,172,19107,2017,6
19403,CONCEJALES,1,146,1495,2021,38
19404,CONCEJALES,6,382,5414,2021,38
19405,CONVENCIONALES CONSTITUYENTES,13,16,16012,2021,38
19406,CONCEJALES,9,134,8267,2021,2
19407,CONCEJALES,13,167,11029,2021,38
19408,CONCEJALES,6,132,4591,2021,49
19409,CONCEJALES,13,336,12605,2021,8
19410,CONVENCIONALES CONSTITUYENTES,13,19,16138,2021,3
19411,DIPUTADOS,6,39,16648,2013,6
19412,CONSEJEROS REGIONALES,8,152,17517,2013,38
19413,CONCEJALES,9,166,8389,2021,38
19414,CONCEJALES,3,189,2158,2021,0
19415,CONVENCIONALES CONSTITUYENTES,4,58,15277,2021,38
19416,CONCEJALES,9,478,9288,2021,4
19417,CONSEJEROS REGIONALES,10,131,17641,2013,3
19418,CONCEJALES,7,198,6000,2021,38
19419,CONCEJALES,5,379,3840,2021,0
19420,CONCEJALES,8,459,8072,2021,38
19421,CONSEJEROS REGIONALES,10,256,19318,2017,23
19422,CONSEJEROS REGIONALES,8,153,7104,2017,38
19423,CONCEJALES,9,202,8461,2021,33
19424,CONSEJEROS REGIONALES,5,470,17312,2013,0
19425,CONCEJALES,9,478,9263,2021,38
19426,CONVENCIONALES CONSTITUYENTES,13,73,16264,2021,5
19427,CONCEJALES,9,367,8930,2021,0
19428,CONCEJALES,6,273,4961,2021,38
19429,CONCEJALES,7,171,5909,2021,38
19430,CONCEJALES,13,121,10889,2021,1
19431,CONCEJALES,15,210,14398,2021,13
19432,CONCEJALES,5,479,4477,2021,38
19433,CONVENCIONALES CONSTITUYENTES,6,21,15502,2021,38
19434,CONCEJALES,8,298,7655,2021,38
19435,CONSEJEROS REGIONALES,13,277,13323,2017,23
19436,CONCEJALES,9,148,8275,2021,4
19437,CONCEJALES,14,397,14184,2021,38
19438,CONCEJALES,16,412,14994,2021,35
19439,CONCEJALES,2,85,1696,2021,33
19440,CONCEJALES,4,238,2563,2021,13
19441,CONCEJALES,2,85,1721,2021,4
19442,CONCEJALES,5,379,3857,2021,1
19443,DIPUTADOS,7,22,6174,2017,0
19444,CONCEJALES,13,236,11650,2021,4
19445,CONSEJEROS REGIONALES,4,197,17200,2013,38
19446,CONCEJALES,3,102,2035,2021,8
19447,CONCEJALES,7,331,6278,2021,6
19448,CONCEJALES,13,278,12126,2021,0
19449,CONCEJALES,2,85,1747,2021,13
19450,CONVENCIONALES CONSTITUYENTES,7,22,15530,2021,10
19451,ALCALDES,6,190,383,2021,38
19452,ALCALDES,8,298,686,2021,3
19453,DIPUTADOS,13,18,18627,2017,13
19454,ALCALDES,5,356,280,2021,38
